Date,ATM 1,ATM 2,ATM 3,ATM (mean)
2019-09-23 00:00:00,114500000,36100000,77000000,75866666.67
2019-09-24 00:00:00,120300000,26500000,73500000,73433333.33
2019-09-25 00:00:00,104300000,35700000,61100000,67033333.33
2019-09-26 00:00:00,78400000,100000,119300000,65933333.33
2019-09-27 00:00:00,61800000,800000,201100000,87900000
2019-09-28 00:00:00,128400000,56200000,44100000,76233333.33
2019-09-29 00:00:00,95500000,39300000,58600000,64466666.67
2019-09-30 00:00:00,98900000,32500000,57100000,62833333.33
2019-10-01 00:00:00,111100000,35300000,72700000,73033333.33
2019-10-02 00:00:00,96500000,34100000,59200000,63266666.67
2019-10-03 00:00:00,99800000,2500000,123800000,75366666.67
2019-10-04 00:00:00,53200000,2100000,160200000,71833333.33
2019-10-05 00:00:00,100900000,49300000,44600000,64933333.33
2019-10-06 00:00:00,102600000,23300000,43100000,56333333.33
2019-10-07 00:00:00,118100000,30900000,7400000,52133333.33
2019-10-08 00:00:00,104300000,33600000,33400000,57100000
2019-10-09 00:00:00,94100000,43100000,35200000,57466666.67
2019-10-10 00:00:00,58500000,2600000,103900000,55000000
2019-10-11 00:00:00,40700000,0,170300000,70333333.33
2019-10-12 00:00:00,112300000,49100000,59800000,73733333.33
2019-10-13 00:00:00,85900000,29700000,62300000,59300000
2019-10-14 00:00:00,98900000,34100000,68100000,67033333.33
2019-10-15 00:00:00,81200000,26800000,38900000,48966666.67
2019-10-16 00:00:00,88300000,35000000,46600000,56633333.33
2019-10-17 00:00:00,50100000,1200000,92300000,47866666.67
2019-10-18 00:00:00,33100000,0,147300000,60133333.33
2019-10-19 00:00:00,29700000,100000,131100000,53633333.33
2019-10-20 00:00:00,95100000,39300000,33000000,55800000
2019-10-21 00:00:00,103600000,44700000,51500000,66600000
2019-10-22 00:00:00,107300000,35400000,26100000,56266666.67
2019-10-23 00:00:00,116500000,48200000,49800000,71500000
2019-10-24 00:00:00,71000000,4300000,70800000,48700000
2019-10-25 00:00:00,34700000,0,127600000,54100000
2019-10-26 00:00:00,106100000,41100000,60700000,69300000
2019-10-27 00:00:00,52900000,1000000,106400000,53433333.33
2019-10-28 00:00:00,100700000,49300000,31600000,60533333.33
2019-10-29 00:00:00,32300000,1100000,118100000,50500000
2019-10-30 00:00:00,92600000,36800000,60800000,63400000
2019-10-31 00:00:00,73800000,2700000,78000000,51500000
2019-11-01 00:00:00,48100000,100000,127700000,58633333.33
2019-11-02 00:00:00,116200000,23400000,27300000,55633333.33
2019-11-03 00:00:00,126400000,42600000,50600000,73200000
2019-11-04 00:00:00,112100000,37200000,35200000,61500000
2019-11-05 00:00:00,105800000,32500000,39200000,59166666.67
2019-11-06 00:00:00,37300000,600000,123700000,53866666.67
2019-11-07 00:00:00,79800000,4000000,101300000,61700000
2019-11-08 00:00:00,60700000,0,143000000,67900000
2019-11-09 00:00:00,141700000,40900000,45500000,76033333.33
2019-11-10 00:00:00,121500000,27700000,35800000,61666666.67
2019-11-11 00:00:00,111200000,57700000,35800000,68233333.33
2019-11-12 00:00:00,101400000,41000000,40000000,60800000
2019-11-13 00:00:00,108900000,34700000,33000000,58866666.67
2019-11-14 00:00:00,82400000,2600000,66200000,50400000
2019-11-15 00:00:00,59900000,100000,70158064.52,43386021.51
2019-11-16 00:00:00,138700000,17100000,5200000,53666666.67
2019-11-17 00:00:00,133900000,42600000,11800000,62766666.67
2019-11-18 00:00:00,159500000,60000000,24300000,81266666.67
2019-11-19 00:00:00,122800000,69400000,34800000,75666666.67
2019-11-20 00:00:00,90500000,50500000,39800000,60266666.67
2019-11-21 00:00:00,95170967.74,17400000,67100000,59890322.58
2019-11-22 00:00:00,94890000,100000,98900000,64630000
2019-11-23 00:00:00,94462068.97,59000000,63000000,72154022.99
2019-11-24 00:00:00,93675000,41100000,63455172.41,66076724.14
2019-11-25 00:00:00,94514814.81,27100000,63192857.14,61602557.32
2019-11-26 00:00:00,96815384.62,30000000,27200000,51338461.54
2019-11-27 00:00:00,25500000,28200000,41000000,31566666.67
2019-11-28 00:00:00,55800000,100000,65200000,40366666.67
2019-11-29 00:00:00,52600000,0,102800000,51800000
2019-11-30 00:00:00,120300000,8900000,49800000,59666666.67
2019-12-01 00:00:00,124900000,12200000,26100000,54400000
2019-12-02 00:00:00,107300000,21600000,33600000,54166666.67
2019-12-03 00:00:00,114700000,44600000,21600000,60300000
2019-12-04 00:00:00,126400000,30600000,43500000,66833333.33
2019-12-05 00:00:00,76300000,2800000,68400000,49166666.67
2019-12-06 00:00:00,69400000,0,125500000,64966666.67
2019-12-07 00:00:00,112500000,29500000,26300000,56100000
2019-12-08 00:00:00,105700000,25800000,24900000,52133333.33
2019-12-09 00:00:00,116500000,44000000,36800000,65766666.67
2019-12-10 00:00:00,143600000,27100000,36700000,69133333.33
2019-12-11 00:00:00,140400000,45300000,17900000,67866666.67
2019-12-12 00:00:00,88100000,4700000,27500000,40100000
2019-12-13 00:00:00,60600000,0,44292592.59,34964197.53
2019-12-14 00:00:00,136500000,45000000,44457692.31,75319230.77
2019-12-15 00:00:00,131800000,33100000,30000000,64966666.67
2019-12-16 00:00:00,83200000,38600000,20600000,47466666.67
2019-12-17 00:00:00,110300000,31300000,27200000,56266666.67
2019-12-18 00:00:00,119100000,83900000,26600000,76533333.33
2019-12-19 00:00:00,91400000,16200000,68600000,58733333.33
2019-12-20 00:00:00,51300000,2600000,89400000,47766666.67
2019-12-21 00:00:00,138900000,85700000,38300000,87633333.33
2019-12-22 00:00:00,109100000,73500000,28800000,70466666.67
2019-12-23 00:00:00,121500000,65500000,37200000,74733333.33
2019-12-24 00:00:00,113400000,61900000,40600000,71966666.67
2019-12-25 00:00:00,112800000,64000000,36300000,71033333.33
2019-12-26 00:00:00,64000000,4200000,82700000,50300000
2019-12-27 00:00:00,39300000,100000,142600000,60666666.67
2019-12-28 00:00:00,15900000,42500000,27300000,28566666.67
2019-12-29 00:00:00,57000000,36100000,32600000,41900000
2019-12-30 00:00:00,2700000,37600000,28000000,22766666.67
2019-12-31 00:00:00,66100000,48400000,15400000,43300000
2020-01-01 00:00:00,67900000,28700000,15700000,37433333.33
2020-01-02 00:00:00,73200000,4500000,49300000,42333333.33
2020-01-03 00:00:00,64000000,0,102500000,55500000
2020-01-04 00:00:00,130600000,38500000,17700000,62266666.67
2020-01-05 00:00:00,95000000,38200000,13300000,48833333.33
2020-01-06 00:00:00,48000000,1200000,2000000,17066666.67
2020-01-07 00:00:00,108700000,41600000,19400000,56566666.67
2020-01-08 00:00:00,105500000,37300000,16400000,53066666.67
2020-01-09 00:00:00,71500000,2800000,48200000,40833333.33
2020-01-10 00:00:00,51600000,0,97200000,49600000
2020-01-11 00:00:00,100900000,65300000,23800000,63333333.33
2020-01-12 00:00:00,109600000,54600000,17500000,60566666.67
2020-01-13 00:00:00,94300000,18000000,25600000,45966666.67
2020-01-14 00:00:00,89700000,39000000,21300000,50000000
2020-01-15 00:00:00,96500000,26900000,32900000,52100000
2020-01-16 00:00:00,82100000,300000,37900000,40100000
2020-01-17 00:00:00,55500000,2000000,96600000,51366666.67
2020-01-18 00:00:00,101900000,43800000,26900000,57533333.33
2020-01-19 00:00:00,111400000,48300000,25400000,61700000
2020-01-20 00:00:00,122700000,47300000,25300000,65100000
2020-01-21 00:00:00,114200000,47900000,17600000,59900000
2020-01-22 00:00:00,141100000,42900000,28200000,70733333.33
2020-01-23 00:00:00,88600000,5000000,43600000,45733333.33
2020-01-24 00:00:00,55000000,100000,91700000,48933333.33
2020-01-25 00:00:00,121500000,73700000,23800000,73000000
2020-01-26 00:00:00,104400000,52200000,34600000,63733333.33
2020-01-27 00:00:00,117000000,40000000,30500000,62500000
2020-01-28 00:00:00,114700000,70200000,39900000,74933333.33
2020-01-29 00:00:00,51200000,9400000,8000000,22866666.67
2020-01-30 00:00:00,81300000,2300000,64900000,49500000
2020-01-31 00:00:00,49600000,800000,130100000,60166666.67
2020-02-01 00:00:00,42400000,46000000,26800000,38400000
2020-02-02 00:00:00,73100000,42600000,12600000,42766666.67
2020-02-03 00:00:00,112700000,43400000,27800000,61300000
2020-02-04 00:00:00,99700000,22400000,23300000,48466666.67
2020-02-05 00:00:00,122600000,39400000,35800000,65933333.33
2020-02-06 00:00:00,73900000,2100000,76000000,50666666.67
2020-02-07 00:00:00,80600000,0,121800000,67466666.67
2020-02-08 00:00:00,119900000,42900000,25300000,62700000
2020-02-09 00:00:00,113400000,30400000,20700000,54833333.33
2020-02-10 00:00:00,143000000,47700000,16900000,69200000
2020-02-11 00:00:00,42200000,33563333.33,55000000,43587777.78
2020-02-12 00:00:00,87300000,45800000,18900000,50666666.67
2020-02-13 00:00:00,76200000,4600000,70200000,50333333.33
2020-02-14 00:00:00,54000000,0,81100000,45033333.33
2020-02-15 00:00:00,148800000,29700000,32600000,70366666.67
2020-02-16 00:00:00,98600000,49100000,37800000,61833333.33
2020-02-17 00:00:00,105200000,20600000,28000000,51266666.67
2020-02-18 00:00:00,122400000,59400000,66700000,82833333.33
2020-02-19 00:00:00,118300000,92200000,60200000,90233333.33
2020-02-20 00:00:00,86100000,26700000,26300000,46366666.67
2020-02-21 00:00:00,47000000,900000,72300000,40066666.67
2020-02-22 00:00:00,95800000,97800000,2800000,65466666.67
2020-02-23 00:00:00,73100000,50400000,2500000,42000000
2020-02-24 00:00:00,53400000,45900000,19300000,39533333.33
2020-02-25 00:00:00,57600000,27200000,9800000,31533333.33
2020-02-26 00:00:00,64400000,47400000,9100000,40300000
2020-02-27 00:00:00,34200000,2800000,2000000,13000000
2020-02-28 00:00:00,21000000,0,39500000,20166666.67
2020-02-29 00:00:00,59000000,22900000,23500000,35133333.33
2020-03-01 00:00:00,57900000,38700000,20500000,39033333.33
2020-03-02 00:00:00,27600000,29000000,21800000,26133333.33
2020-03-03 00:00:00,21700000,37500000,12000000,23733333.33
2020-03-04 00:00:00,52400000,16000000,16800000,28400000
2020-03-05 00:00:00,22100000,500000,30200000,17600000
2020-03-06 00:00:00,21000000,2900000,15200000,13033333.33
2020-03-07 00:00:00,39300000,19200000,38200000,32233333.33
2020-03-08 00:00:00,23600000,32974074.07,18900000,25158024.69
2020-03-09 00:00:00,35000000,16500000,12600000,21366666.67
2020-03-10 00:00:00,40300000,19200000,11000000,23500000
2020-03-11 00:00:00,75600000,34100000,14200000,41300000
2020-03-12 00:00:00,32900000,3700000,18700000,18433333.33
2020-03-13 00:00:00,13900000,0,20000000,11300000
2020-03-14 00:00:00,36800000,32700000,22500000,30666666.67
2020-03-15 00:00:00,45900000,26600000,12400000,28300000
2020-03-16 00:00:00,35600000,62200000,19800000,39200000
2020-03-17 00:00:00,30000000,40200000,7100000,25766666.67
2020-03-18 00:00:00,35000000,90000000,16000000,47000000
2020-03-19 00:00:00,13300000,12800000,29700000,18600000
